Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,0,1,1,0,0
nesn.com,0,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0
variety.com,0,0,1,4,0,0,0,0,0,0,1,0,1,1,0,0
9gag.tv,0,0,1,3,0,0,0,0,0,1,1,1,1,1,0,0
sourceforge.net,0,0,1,3,0,0,0,0,0,1,1,0,1,1,0,0
likemag.com,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
mirtesen.ru,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
ringring.vn,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0
grantland.com,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
icicibank.com,0,0,1,3,0,0,0,0,0,0,1,1,1,1,0,0
nypost.com,0,0,1,4,0,0,1,0,0,1,1,0,1,1,0,0
olx.co.id,0,0,1,7,0,0,1,0,0,0,1,1,1,1,1,0
olx.in,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,0
twitter.com,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0
deadspin.com,0,0,1,3,0,0,0,0,0,1,0,0,1,1,0,0
jalopnik.com,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
pitchfork.com,0,0,1,3,0,0,0,0,0,1,1,0,1,1,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
instagram.com,0,0,1,2,0,0,0,0,0,0,1,0,1,1,1,0
correios.com.br,0,0,1,3,0,0,0,0,0,1,1,0,1,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,0,0,1,1,0,0
eksisozluk.com,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0
kienthuc.net.vn,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
allrecipes.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
io9.com,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,0,1,1,0,0
kotaku.com,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0
depositphotos.com,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
indianexpress.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,0,0
uproxx.com,0,0,1,4,0,0,1,0,0,1,1,0,1,1,0,0
qz.com,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
mic.com,0,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0
genius.com,0,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0
ap.org,0,0,1,4,0,0,0,0,0,1,1,0,1,1,0,0
allegro.pl,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0
babal.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,0,1,1,0,0
ringring.vn,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0
motthegioi.vn,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
mic.com,0,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0
uproxx.com,0,0,1,4,0,0,1,0,0,1,1,0,1,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,0,0,1,1,0,0
grantland.com,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
sourceforge.net,0,0,1,3,0,0,0,0,0,1,1,0,1,1,1,0
serverfault.com,0,0,1,3,0,0,1,0,0,1,1,0,1,1,0,0
pikabu.ru,0,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0
dantri.com.vn,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
hdfcbank.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
torrentdn.com,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,0
moviepilot.com,0,0,1,5,0,0,1,0,0,1,1,1,1,1,0,0
momoshop.com.tw,0,0,1,2,0,0,0,0,0,0,1,1,1,1,0,0
buzzfil.net,0,0,1,4,0,0,0,0,0,0,0,1,1,1,1,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
diply.com,0,0,1,3,0,0,0,0,0,1,1,0,1,1,0,0
getpocket.com,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0
kickass.to,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0
interpark.com,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0
ameblo.jp,0,0,1,3,0,0,0,0,0,1,1,1,1,1,0,0
cheezburger.com,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
moviepilot.com,0,0,1,5,0,0,1,0,0,1,1,1,1,1,0,0
askubuntu.com,0,0,1,3,0,0,0,0,0,1,0,0,1,1,0,0
sourceforge.net,0,0,1,3,0,0,0,0,0,1,1,0,1,1,1,0
dropbooks.tv,0,0,1,3,0,0,0,0,0,1,1,0,1,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,0
metro.co.uk,0,0,1,4,0,0,0,0,0,0,1,0,1,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,0,0,1,1,0,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0
censor.net.ua,0,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0
ecnavi.jp,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,0,1,1,0,0
sourceforge.net,0,0,1,3,0,0,0,0,0,1,1,0,1,1,0,0
motthegioi.vn,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,0,0
plarium.com,0,0,1,5,0,0,0,0,0,1,1,0,1,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
twitter.com,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0
nypost.com,0,0,1,4,0,0,1,0,0,1,1,0,1,1,0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
medium.com,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0
nypost.com,0,0,1,4,0,0,1,0,0,1,1,0,1,1,0,0
olx.ua,0,0,1,3,0,0,0,0,0,1,0,0,1,1,1,0
gawker.com,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0
getpocket.com,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0
irecommend.ru,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0
thenextweb.com,0,0,1,5,0,0,0,0,0,0,1,0,1,1,0,0
otomoto.pl,0,0,1,4,0,0,0,0,0,0,1,0,1,1,0,0
diply.com,0,0,1,3,0,0,0,0,0,1,1,0,1,1,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0
wikiwiki.jp,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0
correios.com.br,0,0,1,5,0,0,0,0,0,1,1,0,1,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
indianexpress.com,0,0,1,2,1,0,0,0,0,1,1,1,1,1,0,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
themeforest.net,0,0,1,4,0,0,0,0,0,1,1,0,1,1,0,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0
twitter.com,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0
olx.ro,0,0,1,5,0,0,0,0,0,0,1,0,1,1,1,0
graphicriver.net,0,0,1,3,0,0,0,0,0,1,1,0,1,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
mic.com,0,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0
worldoftanks.ru,0,0,1,5,0,0,0,0,0,0,1,0,1,1,0,0
9gag.tv,0,0,1,3,0,0,0,0,0,1,1,1,1,1,0,0
nypost.com,0,0,1,4,0,0,1,0,0,1,1,0,1,1,0,0
comicbook.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,0,0
myspace.com,0,0,1,4,0,0,0,0,0,1,1,0,1,1,0,0
bestblackhatforum.com,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0
olx.co.id,0,0,1,7,0,0,1,0,0,0,1,1,1,1,1,0
qz.com,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
mic.com,0,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0
babal.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,0,0
wpengine.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,0,1,0,1,1,0,0
olx.ua,0,0,1,3,0,0,0,0,0,1,0,0,1,1,0,0
twitter.com,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0
cox.com,0,0,1,4,0,0,1,0,0,1,0,1,1,1,0,0
kakaku.com,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
web.de,0,0,1,4,0,0,0,0,0,1,1,0,1,1,0,0
medium.com,0,1,1,2,0,0,0,0,0,0,1,0,1,1,0,0
genius.com,0,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0
thenextweb.com,0,0,1,5,0,0,0,0,0,0,1,0,1,1,0,0
olx.co.id,0,0,1,7,0,0,1,0,0,0,1,1,1,1,1,0
searchengineland.com,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
techcrunch.com,0,0,1,3,0,0,0,0,0,1,1,0,1,1,1,0
katproxy.com,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,1,0,1,1,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
allegro.pl,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,0
kotaku.com,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,0,1,1,0,0
superuser.com,0,0,1,3,0,0,0,0,0,1,0,0,1,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,0,1,1,0,0
sourceforge.net,0,0,1,3,0,0,0,0,0,1,1,0,1,1,1,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,0,1,1,0,0
grantland.com,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
techcrunch.com,0,0,1,3,0,0,0,0,0,1,1,0,1,1,1,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
torrentdn.com,0,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0
mic.com,0,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0
